name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
Nordic Ashes: Survivors of Ragnarok,26-04-2024,353950,9.0,1644179.0,18.6,88.0,Indie,Noxfall Studios,Noxfall Studios,2068280
Out of the Park Baseball 25,15-03-2024,45474,50.0,1640362.0,85.4,86.0,Indie,Out of the Park Developments,Out of the Park Developments,2384620
City Bus Manager,25-06-2024,65165,30.0,1624986.0,40.8,91.0,Indie,Aerosoft GmbH,PeDePe GbR,1364210
Tactical Breach Wizards,22-08-2024,96174,20.0,1596416.0,8.6,98.0,Indie,Suspicious Developments,Suspicious Developments Inc,1043810
Rusty's Retirement,26-04-2024,278210,7.0,1585093.0,36.8,97.0,Indie,Mister Morris Games,Mister Morris Games,2666510
Into the Radius 2,24-07-2024,48362,40.0,1568855.0,5.7,76.0,Indie,CM Games,CM Games,2307350
ContractVille,31-05-2024,89691,20.0,1568853.0,18.0,80.0,Indie,FiftyEight Studios,MYM Games Studios,2698780
INDIKA,02-05-2024,77092,25.0,1561494.0,2.9,90.0,AA,11 bit studios,Odd Meter,1373960
Town of Sins,25-03-2024,73052,0.0,1560133.0,17.6,57.0,Indie,Nutaku Publishing,Hooligapps,2449710
SAND LAND,25-04-2024,31923,60.0,1554073.0,17.9,91.0,AA,Bandai Namco Entertainment Inc.,"ILCA, Inc.",1979440
Avatar: Frontiers of Pandora™,17-06-2024,39220,70.0,1554033.0,20.1,64.0,AAA,Ubisoft,Massive Entertainment – A Ubisoft Studio,2840770
ENDER MAGNOLIA: Bloom in the Mist,25-03-2024,92755,20.0,1547770.0,2.3,98.0,Indie,Binary Haze Interactive,"Adglobe,Live Wire",2725260
Proud To Love,11-03-2024,184501,10.0,1546464.0,3.3,85.0,Indie,"Master Entertainment,LGD Gaming",Master Entertainment,2744150
KINGDOM HEARTS III + Re Mind (DLC),13-06-2024,38501,60.0,1535628.0,19.6,93.0,AA,Square Enix,Square Enix,2552450
House Builder,15-01-2024,132550,20.0,1490579.0,8.3,81.0,AA,"PlayWay S.A.,FreeMind S.A.",FreeMind S.A.,1244630
Stormgate,30-07-2024,224772,0.0,1459213.0,7.3,52.0,Indie,Frost Giant Studios,Frost Giant Studios,2012510
Riven,25-06-2024,49119,35.0,1448665.0,7.9,,Indie,Cyan Worlds Inc,Cyan Worlds Inc,1712350
Thank Goodness You're Here!,01-08-2024,87970,20.0,1444444.0,2.2,97.0,Indie,Panic,Coal Supper,2366980
TerraTech Worlds,22-03-2024,53663,30.0,1430436.0,18.3,66.0,Indie,"Payload Studios,4Divinity",Payload Studios,2313330
Immortal Life,17-01-2024,122009,17.0,1428520.0,26.4,81.0,Indie,2P Games,YiFang Studio,1201230
Dusk Pub,12-04-2024,127543,13.0,1419860.0,3.9,93.0,Indie,YellowDuckWorks,YellowDuckWorks,1974520
Oh Deer,27-06-2024,170401,10.0,1408406.0,2.0,87.0,Indie,Cozy Cabin Studios,Cozy Cabin Studios,2708450
Dominion,01-02-2024,503990,0.0,1405649.3985145492,7.0,86.0,Indie,Temple Gates Games,Temple Gates Games,1131620
Sweet Transit,22-04-2024,87119,30.0,1398063.0,11.4,74.0,AA,Team17,Ernestas Norvaišas,1612770
Starward,24-04-2024,79112,0.0,1395292.0,27.2,68.0,Indie,盛天游戏,Game Blender,2764370
The Crust,15-07-2024,56588,30.0,1385673.0,31.6,74.0,Indie,Crytivo,VEOM Studio,1465470
Moonbreaker,01-02-2024,58369,30.0,1367965.0,7.9,87.0,AAA,"KRAFTON, Inc.",Unknown Worlds Entertainment,845890
Nobody Wants to Die,17-07-2024,63753,25.0,1348620.0,4.2,87.0,Indie,PLAION,Critical Hit Games,1939970
Touhou Danmaku Kagura Phantasia Lost,07-02-2024,57334,30.0,1330840.0,17.6,77.0,Indie,Alliance Arts,UnknownX,2190220
Gigantic: Rampage Edition,09-04-2024,83942,20.0,1330789.0,16.8,72.0,AA,Arc Games,Abstraction Games,1924490
The Bridge Curse 2: The Extrication,09-05-2024,63059,25.0,1326590.0,5.3,93.0,Indie,"PQube,Gamera Games",SOFTSTAR ENTERTAINMENT,2331330
MULLET MADJACK,15-05-2024,78971,20.0,1310018.0,4.1,98.0,Indie,"Epopeia Games,HAMMER95",HAMMER95,2111190
Harry Potter: Quidditch Champions,03-09-2024,48267,30.0,1302774.0,4.7,,AAA,Warner Bros. Games,Unbroken Studios,2878600
RAID: Shadow Legends,09-01-2024,72044,0.0,1293328.0,63.5,55.0,Indie,Plarium Global Ltd,Plarium Global Ltd,2333480
THE 4 SINS,02-06-2024,175634,10.0,1293189.0,3.0,24.0,AA,Gamera Games,奇门互娱,2128940
Kunitsu-Gami: Path of the Goddess,18-07-2024,28374,50.0,1276574.0,11.9,92.0,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2510710
Three Kingdoms Zhao Yun,17-01-2024,101430,20.0,1269633.0,11.5,,Indie,Merlion Games,ZUIJIANGYUE Game,2201710
Between the Stars,07-03-2024,78295,30.0,1265895.0,7.0,77.0,Indie,"Isolated Games,WhisperGames",Isolated Games,727130
Star Trucker,03-09-2024,62290,25.0,1260811.0,5.2,76.0,AA,Raw Fury,Monster and Monster,2380050
Slapshot: Rebound,11-04-2024,965211,0.0,1250580.7988945069,10.9,84.0,Indie,Oddshot Games,Oddshot Games,1173370
Enlisted,16-07-2024,239148,0.0,1233567.0,37.8,,AA,Gaijin Network Ltd,Darkflow Software,2051620
Phantom Abyss,25-01-2024,86210,20.0,1231915.0,9.3,85.0,AA,Devolver Digital,Team WIBY,989440
Islands of Insight,13-02-2024,52752,30.0,1229708.0,31.8,83.0,AA,Behaviour Interactive Inc.,Lunarch Studios,2071500
Spirit City: Lofi Sessions,08-04-2024,140574,12.0,1217173.0,47.3,97.0,Indie,Mooncube Games,Mooncube Games,2113850
TerraScape,17-07-2024,117418,15.0,1188273.0,6.0,88.0,Indie,"Stray Fawn Publishing,INSTINCT3",Bitfall Studios,2290000
Farm Together 2,07-05-2024,68838,20.0,1188098.0,51.1,,Indie,Milkstone Studios,Milkstone Studios,2418520
Slaves of Rome,12-02-2024,61190,25.0,1173275.0,8.4,68.0,Indie,Biggus Diccus Games,Biggus Diccus Games,1380070
Dread Delusion,14-05-2024,75015,20.0,1170260.0,8.5,92.0,Indie,DreadXP,Lovely Hellplace,1574240
KeeperRL,29-02-2024,85309,20.0,1168042.0,18.7,87.0,Indie,Electric Succubi,Electric Succubi,329970
KinitoPET,09-01-2024,227576,6.0,1166563.0,3.2,94.0,Indie,troy_en,troy_en,2075070
Grocery Store Simulator,10-06-2024,170125,8.0,1160637.0,10.3,95.0,Indie,FEKK Games,FEKK Games,2961880
Selaco,31-05-2024,56176,25.0,1160305.0,11.1,93.0,Indie,Altered Orbit Studios,Altered Orbit Studios,1592280
Farmer Against Potatoes Idle,05-09-2024,234948,0.0,1153910.9084421117,256.3,96.0,Indie,Oni Gaming,Oni Gaming,1535560
Rooftops & Alleys: The Parkour Game,21-05-2024,81558,16.0,1153011.0,7.2,97.0,Indie,MLMEDIA,MLMEDIA,2703850
A Difficult Game About Climbing,06-03-2024,122429,10.0,1126490.0,8.1,89.0,Indie,Pontypants,Pontypants,2497920
Reverse Collapse: Code Name Bakery,21-03-2024,63158,25.0,1124733.0,33.2,74.0,Indie,XD,"Shanghai Sunborn Network Technology Co., Ltd.",1127700
Dominions 6 - Rise of the Pantokrator,17-01-2024,29273,45.0,1090577.0,79.4,89.0,Indie,Illwinter Game Design,Illwinter Game Design,2511500
Esports Godfather,23-05-2024,65251,20.0,1072894.0,30.3,93.0,Indie,Asteroid Game Studio,Asteroid Game Studio,1278540
KAKU: Ancient Seal,11-07-2024,63579,25.0,1061930.0,21.7,86.0,Indie,BINGOBELL,BINGOBELL,1179580
Yaoling: Mythical Journey,15-07-2024,62937,20.0,1047362.0,21.3,91.0,Indie,"RAYKA STUDIO,NPC Entertainment",RAYKA STUDIO,2816950
Crow Country,09-05-2024,61044,20.0,1045536.0,4.8,99.0,Indie,SFB Games,SFB Games,1996010
Oddsparks: An Automation Adventure,24-04-2024,61371,25.0,1042637.0,12.5,91.0,Indie,HandyGames,Massive Miniteam,1817800
Emberward,25-06-2024,78590,15.0,1042636.0,9.5,96.0,Indie,ReficGames,ReficGames,2459550
Yi Xian: The Cultivation Card Game,21-01-2024,286872,0.0,1039161.219972389,55.0,75.0,AA,Gamera Games,Darksun Studio,1948800
Project QT,16-01-2024,26716,0.0,1036107.0,105.6,63.0,Indie,Nutaku Publishing,xDNA,1571200
Snufkin: Melody of Moominvalley,07-03-2024,60378,20.0,1019946.0,3.2,98.0,AA,Raw Fury,Hyper Games,1808680
Minishoot' Adventures,02-04-2024,78535,15.0,1001962.0,7.3,98.0,Indie,"SoulGame Studio,IndieArk",SoulGame Studio,1634860
WRATH: Aeon of Ruin,27-02-2024,47909,25.0,985076.0,3.0,74.0,Indie,"3D Realms,Fulqrum Publishing","KillPixel Games,Slipgate Ironworks",1000410
Ace Attorney Investigations Collection,05-09-2024,27151,40.0,977191.0,4.1,98.0,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2401970
Solium Infernum,22-02-2024,29536,40.0,966283.0,24.7,88.0,Indie,League of Geeks,League of Geeks,1893810
Command & Conquer Red Alert™ 2 and Yuri’s Revenge™,07-03-2024,295759,0.0,961994.0,20.6,92.0,AAA,Electronic Arts,EA Los Angeles,2229850
The Elder Scrolls Online: Gold Road,03-06-2024,27601,40.0,960791.0,0.0,44.0,AAA,Bethesda Softworks,ZeniMax Online Studios,2662630
Go-Go Town!,18-06-2024,45863,25.0,957117.0,8.8,,Indie,"CULT Games,Prideful Sloth",Prideful Sloth,2195120
MotoGP™24,02-05-2024,23431,50.0,954851.0,23.0,83.0,Indie,Milestone S.r.l.,Milestone S.r.l.,2581700
Bandle Tale: A League of Legends Story,21-02-2024,43330,25.0,954119.0,10.7,80.0,Indie,Riot Forge,Lazy Bear Games,1759380
Command & Conquer™ Generals Zero Hour,07-03-2024,201644,0.0,933938.0,21.3,89.0,AAA,Electronic Arts,EA Los Angeles,2732960
Command & Conquer™ Generals,07-03-2024,90955,0.0,930800.0,12.0,85.0,AAA,Electronic Arts,EA Los Angeles,2229870
VLADiK BRUTAL,09-08-2024,92754,12.0,928429.0,4.6,89.0,Indie,Narko Games,Narko Games,1316680
Momodora: Moonlit Farewell,11-01-2024,68442,17.0,927493.0,6.5,92.0,AA,PLAYISM,Bombservice,1747760
Command & Conquer™ Tiberian Sun™ and Firestorm™,07-03-2024,65809,0.0,926924.0,12.3,91.0,AAA,Electronic Arts,EA Los Angeles,2229880
Frontier Hunter: Erza’s Wheel of Fortune,26-07-2024,54431,25.0,922336.0,11.1,88.0,Indie,"IceSitruuna,NPC Entertainment",IceSitruuna,1429500
Command & Conquer Renegade™,07-03-2024,26120,0.0,921771.0,7.8,86.0,AAA,Electronic Arts,EA Los Angeles,2229890
Command & Conquer™ and The Covert Operations™,07-03-2024,21266,0.0,921760.0,8.6,82.0,AAA,Electronic Arts,EA Los Angeles,2229830
"Command & Conquer Red Alert™, Counterstrike™ and The Aftermath™",07-03-2024,26292,0.0,920024.0,10.3,86.0,AAA,Electronic Arts,EA Los Angeles,2229840
Anger Foot,11-07-2024,40294,25.0,906252.0,5.6,93.0,AA,Devolver Digital,Free Lives,1978590
Echoes of the Plum Grove,29-04-2024,54189,20.0,902318.0,24.7,,Indie,indie.io,Unwound Games,1536090
Boxes: Lost Fragments,01-02-2024,68169,15.0,900796.0,4.1,91.0,Indie,Snapbreak,Big Loop Studios,2019810
VAIL VR,15-02-2024,89548,30.0,887656.0,3.7,78.0,Indie,AEXLAB,AEXLAB,801550
Gym Simulator 24,19-07-2024,109135,11.0,884330.0,4.3,90.0,Indie,Red Axe Games,Quatech,2559270
Reus 2,28-05-2024,42986,25.0,879212.0,12.3,97.0,Indie,Firesquid,Abbey Games,1875060
Wizardry: Proving Grounds of the Mad Overlord,23-05-2024,29055,35.0,875986.0,32.2,85.0,Indie,Digital Eclipse,Digital Eclipse,2518960
Instruments of Destruction,10-05-2024,55717,20.0,874462.0,8.5,94.0,Indie,Radiangames,Radiangames,1428100
Shogun Showdown,05-09-2024,103097,15.0,871956.0,14.7,97.0,Indie,"Goblinz Publishing,Gamera Games",Roboatino,2084000
PILGRIM,31-05-2024,131573,8.0,867610.0,3.3,88.0,Indie,DESPERATE MEASURES,DESPERATE MEASURES,2965660
Squirrel with a Gun,29-08-2024,53495,20.0,866137.0,3.6,83.0,Indie,Maximum Entertainment,Dee Dee Creations LLC,2067050
News Tower,13-02-2024,50123,20.0,864588.0,13.8,97.0,Indie,Twin Sails Interactive,Sparrow Night,1649950
Aeons Echo,22-08-2024,59501,0.0,853013.0,6.8,83.0,Indie,Nutaku Publishing,Aeons Studio,2832330
Cryptmaster,09-05-2024,40489,25.0,845758.0,5.7,96.0,Indie,Akupara Games,"Paul Hart,Lee Williams,Akupara Games",1885110
Cat Quest III,08-08-2024,50873,20.0,836331.0,5.9,,Indie,Kepler Interactive,The Gentlebros,2305840
MEMORIAPOLIS,29-08-2024,43572,25.0,832922.0,3.6,83.0,Indie,5PM Studio,5PM Studio,2228280
Fallen Aces,14-06-2024,81873,13.0,831336.0,3.7,98.0,AA,New Blood Interactive,"Trey Powell,Jason Bond",1411910
Megaloot,30-08-2024,101120,10.0,829084.0,7.1,85.0,Indie,"Ravenage Games,INSTINCT3",axilirate,2440380
The Operator,22-07-2024,70976,14.0,827721.0,3.0,93.0,Indie,"Bureau 81,indienova",Bureau 81,1771980
Perfect World M,22-02-2024,3768,0.0,825766.0,46.9,33.0,Indie,PERFECT WORLD GAMES,PERFECT WORLD GAMES,2715240
Knock on the Coffin Lid,08-08-2024,49983,25.0,824669.0,36.1,85.0,Indie,RedBoon,RedBoon,1232580
STAR WARS™: Dark Forces Remaster,28-02-2024,30598,30.0,824203.0,4.8,90.0,Indie,Nightdive Studios,"Nightdive Studios,LucasArts",2292260
Castlevania Dominus Collection,27-08-2024,36203,25.0,814241.0,8.3,96.0,AA,KONAMI,KONAMI,2369900
No Case Should Remain Unsolved,17-01-2024,152090,7.0,814072.0,2.0,98.0,Indie,Somi,Somi,2676840
Spell Disk,01-03-2024,65281,15.0,812211.0,11.1,88.0,Indie,Sunpeak Games,Sunpeak Games,2292060
Dungeons & Degenerate Gamblers,08-08-2024,65164,15.0,806583.0,8.1,75.0,Indie,Yogscast Games,Purple Moss Collectors,2400510
Outcast - A New Beginning,15-03-2024,19374,60.0,806366.0,15.0,84.0,AA,THQ Nordic,Appeal Studios,1013140
Ships At Sea,23-05-2024,36845,25.0,797925.0,15.2,,Indie,Misc Games,Misc Games,1266540
The Last Flame,17-01-2024,53815,18.0,793506.0,22.6,,Indie,"Hotloop,Surefire.Games",Hotloop,1830970
Yarimono,30-08-2024,39179,25.0,793022.0,6.4,87.0,Indie,072 Project,にゅう工房,2696050
JIANGHU CHRONICLES,31-07-2024,59040,17.0,790516.0,23.4,74.0,Indie,方块游戏(CubeGame),一品阁,1909840
Terminus: Zombie Survivors,19-08-2024,60505,20.0,787448.0,18.6,97.0,Indie,Longplay Studios,Longplay Studios,1534980
MEGATON MUSASHI W: WIRED,24-04-2024,20281,50.0,787339.0,24.5,85.0,Indie,LEVEL5 Inc.,LEVEL5 Inc.,2450450
WE ARE FOOTBALL 2024,04-03-2024,25210,40.0,779187.0,51.0,82.0,Indie,"HandyGames,THQ Nordic",Winning Streak Games,1951410
Fling to the Finish,18-01-2024,102601,20.0,778760.0,11.8,85.0,AA,Daedalic Entertainment,SplitSide Games,1054430
Fate/stay night REMASTERED,07-08-2024,31040,30.0,764069.0,12.4,95.0,Indie,Aniplex Inc.,"TYPE-MOON,fuzz Inc.",2396980
Cyber Manhunt 2: New World - The Hacking Simulator,09-05-2024,91066,10.0,763279.0,5.4,92.0,Indie,Spiral Up Games,Aluba Studio,2421410
Age of Water,25-04-2024,28566,30.0,752577.0,40.2,61.0,AA,Gaijin Network Ltd,Three Whales Studio,2695490
Metal Slug: Awakening,19-07-2024,141042,0.0,751373.0,12.5,60.0,Indie,HAOPLAY Limited,Tencent,2963870
Welcome to ParadiZe,29-02-2024,31996,30.0,744243.0,11.5,65.0,AA,Nacon,Eko Software,1519090
Prince of Persia The Lost Crown,08-08-2024,32997,40.0,743441.0,12.3,78.0,AAA,Ubisoft,Ubisoft Montpellier,2751000
Level Zero: Extraction,13-08-2024,45552,20.0,742914.0,16.1,66.0,AA,tinyBuild,Doghowl Games,1456940
Oblivion Override,24-01-2024,61267,18.0,725958.0,13.9,92.0,Indie,Paleo,Humble Mill,1952370
Tales & Tactics,15-08-2024,53902,18.0,724772.0,19.3,82.0,Indie,"Yogscast Games,Gamersky Games",Table 9 Studio,1652250
Spiritfall,28-02-2024,45670,20.0,723249.0,13.4,93.0,Indie,Gentle Giant,Gentle Giant,1835240
Starcom: Unknown Space,02-09-2024,38592,25.0,720375.0,18.3,91.0,Indie,"Wx3 Labs, LLC","Wx3 Labs, LLC",1750770
Plane Mechanic Simulator,14-02-2024,110431,12.0,719997.0,4.5,60.0,Indie,Movie Games S.A.,"Cobble Games,Disaster Studio",803980
OUTBRK,28-06-2024,22704,35.0,714971.0,13.1,79.0,Indie,Sublime,Sublime,1107320
Pro Cycling Manager 2024,06-06-2024,19951,40.0,709826.0,40.1,65.0,AA,Nacon,Cyanide Studio,2494350
Ale & Tale Tavern,05-09-2024,58289,15.0,707686.0,3.8,86.0,Indie,"GrabTheGames,UpgradePoint",Scienart Games,2683150
Ultimate General: American Revolution,06-06-2024,16607,50.0,705648.0,25.6,76.0,Indie,Game-Labs,Game-Labs,1901910
Until Then,25-06-2024,42561,20.0,704108.0,10.3,99.0,Indie,Maximum Entertainment,Polychroma Games,1574820
Robin Hood - Sherwood Builders,29-02-2024,29781,30.0,702787.0,15.0,72.0,AA,PlayWay S.A.,MeanAstronauts,1159420
Home Safety Hotline,16-01-2024,51830,15.0,700241.0,2.6,92.0,Indie,Night Signal Entertainment,Night Signal Entertainment,2357910
Gatekeeper,13-05-2024,60295,15.0,691110.0,7.1,86.0,Indie,HypeTrain Digital,Gravity Lagoon,2106670
恋爱单选题,18-07-2024,74201,11.0,688783.0,6.2,85.0,Indie,"无忧传媒,指间宇宙",无忧传媒,2865490
Lotus Lantern: Rescue Mother,11-04-2024,84001,10.0,684821.0,6.7,80.0,Indie,Plaisir Games,Unstable Games,2319030
Monster Hunter Stories,13-06-2024,25340,30.0,683951.0,22.7,88.0,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2356560
UNDERDOGS,25-01-2024,27593,30.0,683121.0,3.8,98.0,Indie,One Hamsa,One Hamsa,2441700
Umamusume: Pretty Derby – Party Dash,29-08-2024,16684,45.0,675551.0,5.2,66.0,AA,"Cygames, Inc.","Cygames, Inc.,Arc System Works",2313020
War Hospital,11-01-2024,27672,30.0,673600.0,12.3,60.0,AA,Nacon,Brave Lamb Studio S.A.,1553000
Slice & Dice,20-03-2024,77805,9.0,673586.0,20.5,97.0,Indie,Tann,Tann,1775490
Tavern Manager Simulator 🍻,13-08-2024,62204,13.0,673225.0,5.9,84.0,Indie,One More Time,One More Time,2756770
Classified: France '44,05-03-2024,23879,50.0,670774.0,17.7,82.0,AA,Team17,Absolutely Games,2085370
Car Manufacture,01-08-2024,40273,20.0,668524.0,10.7,80.0,AA,PlayWay S.A.,STEREO GAMES S.A.,983380
Skull and Bones,22-08-2024,30388,60.0,667814.0,14.6,,AAA,Ubisoft,Ubisoft Singapore,2853730
Duck Detective: The Secret Salami,23-05-2024,79652,10.0,663730.0,1.7,96.0,Indie,Happy Broccoli Games,Happy Broccoli Games,2637990
MILF's Plaza,19-04-2024,54936,15.0,661717.0,5.3,69.0,Indie,TopHouse Publishing,Texic,2706300
Cluckmech Oasis,09-05-2024,77537,10.0,649091.0,22.9,87.0,Indie,Mammorize,BlackLight,2453360
Beer Factory,10-01-2024,40391,19.0,648123.0,8.2,52.0,Indie,"CreativeForge Games,PlayWay S.A.",AKEL,1782570
Steps of Debauchery,05-02-2024,49713,15.0,646945.0,6.2,,Indie,FooxiedGames,FooxiedGames,2649970
Yakuza Rogue: Yokohama massage parlor chapter,28-05-2024,58817,13.0,638497.0,7.2,83.0,Indie,WAKUWAKU,WAKUWAKU,2857880
Dale & Dawson Stationery Supplies,30-08-2024,95537,8.0,634206.0,4.2,97.0,Indie,Striped Panda Studios,Striped Panda Studios,2920570
Lorelei and the Laser Eyes,16-05-2024,28142,25.0,632941.0,11.2,96.0,AA,Annapurna Interactive,Simogo,2008920
Minami Lane,28-02-2024,147247,5.0,632369.0,2.8,,Indie,"Doot,Wholesome Games Presents","Doot,Blibloop",2678990
Wild West Dynasty,22-08-2024,32024,27.0,625495.0,8.1,33.0,Indie,Toplitz Productions,Moon Punch Studio,1329880
POOLS,26-04-2024,75464,9.79,623473.0,2.8,95.0,Indie,"Tensori,UNIKAT Label",Tensori,2663530
Lil' Guardsman,23-01-2024,35849,20.0,611012.0,6.6,95.0,Indie,"Versus Evil,tinyBuild",Hilltop Studios,1924360
Kalpa of Sword,31-01-2024,207970,0.0,606780.0,28.1,,Indie,Orienjoy,孤帆工作室,2739600
Dawn of Defiance,15-08-2024,43439,20.0,605601.0,12.6,80.0,Indie,Traega Entertainment,Traega Entertainment,2059530
Murky Divers,19-06-2024,133629,6.0,605472.0,5.7,88.0,Indie,Oro Interactive,Embers,2963880
Platform 8,31-05-2024,167800,4.0,602569.0,1.0,86.0,Indie,KOTAKE CREATE,KOTAKE CREATE,2903560
Laysara: Summit Kingdom,10-04-2024,37722,20.0,602187.0,8.4,84.0,Indie,"Future Friends Games,Quite OK Games",Quite OK Games,1823950
Arms Trade Tycoon: Tanks,06-02-2024,22152,30.0,601167.0,10.2,74.0,Indie,MicroProse Software,FunGi,1662210
Turnip Boy Robs a Bank,18-01-2024,49027,15.0,600836.0,3.8,96.0,Indie,Graffiti Games,Snoozy Kazoo,2097230
Star Trek: Resurgence,23-05-2024,30539,25.0,597802.0,6.1,91.0,Indie,Bruner House,Dramatic Labs,2653940
Hospital 666,05-03-2024,102445,8.0,596521.0,2.6,72.0,Indie,Lokin,Lokin,2774380
Dice & Fold,24-06-2024,56528,13.0,582729.0,8.3,,Indie,"Rogue Duck Interactive,Gamersky Games",Tinymice Entertainment,2693930
Artisan TD,22-07-2024,41175,17.0,577505.0,14.7,91.0,Indie,Unexpected,4rtisans,2224640
Caribbean Legend,15-02-2024,26133,30.0,562753.0,43.3,76.0,Indie,"BlackMark Studio,Valkyrie Initiative",BlackMark Studio,2230980
SKALD: Against the Black Priory,30-05-2024,44588,15.0,560803.0,13.2,96.0,AA,Raw Fury,High North Studios AS,1069160
Supermarket Together,09-08-2024,2085116,0.0,554295.9124042441,6.3,,Indie,DeadDevsTellNoLies,DeadDevsTellNoLies,2709570
SteamWorld Heist II,08-08-2024,21930,30.0,552082.0,15.9,96.0,Indie,Thunderful Publishing,Thunderful Development,2396240
Autopsy Simulator,06-06-2024,25263,25.0,548556.0,3.5,45.0,Indie,Team17 Digital Ltd,Woodland Games,1283230
Vanity Fair: The Pursuit,19-02-2024,123654,7.0,543074.0,4.6,,Indie,WaveGame,MuYan Studio,2758000
Resist the succubus—The end of the female Knight,26-07-2024,54751,17.0,535736.0,4.7,77.0,Indie,OTAKU Plan,BoRoBoRoGame,1868000
Garden Life: A Cozy Simulator,22-02-2024,25529,25.0,530576.0,14.7,80.0,AA,Nacon,stillalive studios,1915380
Penny’s Big Breakaway,21-02-2024,23256,30.0,524794.0,5.1,82.0,AA,Private Division,Evening Star,1955230
Omega Crafter,28-03-2024,23653,25.0,523807.0,14.3,,Indie,Preferred Networks,Preferred Networks,2262080
Fractured Online,24-07-2024,31955,15.0,521570.0,43.8,55.0,Indie,Dynamight Studios,Dynamight Studios,1426050
DRAGON QUEST BUILDERS,13-02-2024,22804,28.0,519305.0,24.7,92.0,AA,Square Enix,Square Enix,2436570
Spectre Divide,03-09-2024,584912,0.0,515874.0,3.8,53.0,Indie,Mountaintop Studios,Mountaintop Studios,2641470
RIPOUT,28-05-2024,25078,25.0,510816.0,9.2,78.0,Indie,3D Realms,Pet Project Games,1558830
Song Of The Prairie,31-07-2024,34212,20.0,508466.0,26.5,86.0,Indie,AOE Plus,The Droplet Studio,1350840
SpellRogue,12-02-2024,38313,16.0,504572.0,22.4,,Indie,Ghost Ship Publishing,Guidelight Games,1990110
Train Capacity 300%,26-06-2024,10037,60.0,499436.0,3.8,76.0,Indie,072 Project,ベルゼブブ,2441570
The Settlers: New Allies,26-03-2024,24828,60.0,498522.0,29.1,52.0,AAA,Ubisoft,Ubisoft Düsseldorf,2750080
[Chilla's Art] Shinkansen 0 | 新幹線 0号,22-03-2024,78706,7.0,492076.0,1.8,85.0,Indie,Chilla's Art,Chilla's Art,2793370
ROBOBEAT,14-05-2024,31582,20.0,491385.0,6.9,97.0,Indie,Kwalee,Simon Fredholm,1456760
Denizen,29-04-2024,28820,20.0,489411.0,7.8,78.0,Indie,Departure Interactive,Departure Interactive,2010030
I Wani Hug that Gator!,14-02-2024,38369,15.0,481057.0,14.5,99.0,Indie,Cavemanon,Cavemanon,1895350
Corpse Keeper,28-05-2024,33315,20.0,480134.0,11.8,79.0,Indie,Thermite Games,Melancholia Studio,1601740
SILENT BREATH,05-04-2024,55920,10.0,478886.0,1.3,70.0,Indie,EXODIAC STUDIOS,EXODIAC STUDIOS,2796180
Romantic Escapades,02-08-2024,27493,20.0,478599.0,4.8,89.0,Indie,Salamander Interactive,Salamander Interactive,2897760
9-Bit Armies: A Bit Too Far,26-08-2024,31112,20.0,477043.0,11.3,89.0,Indie,Petroglyph,Petroglyph,1439750
An alt girl for skoof,21-04-2024,142590,5.0,476684.0,2.1,,Indie,Terletski Games,"Terletski Games,RIKANIMATION",2901520
Remnant Records,23-01-2024,40789,16.0,476002.0,6.2,86.0,Indie,Noctiluca Studio,Noctiluca Studio,1916310
Lust Academy - Season 3,27-05-2024,35401,15.0,473076.0,9.0,89.0,Indie,Bear in the Night,Bear in the Night,2655960
Loop Queen-Escape Dungeon 3,08-01-2024,28946,20.0,469651.0,5.5,84.0,Indie,"Hide Games,PlayMeow",Hide Games,1950450
Anonymous Hacker Simulator,03-04-2024,30891,20.0,469375.0,7.4,86.0,Indie,"G-DEVS.com,CreativeForge Games",Sicarius,2487060
KINGDOM HEARTS HD 2.8 Final Chapter Prologue,13-06-2024,12254,60.0,467421.0,11.3,80.0,AA,Square Enix,Square Enix,2552440
Contractors Showdown,25-04-2024,27141,20.0,466608.0,18.2,80.0,Indie,Caveman Studio,Caveman Studio,2719160
SaGa Emerald Beyond ,25-04-2024,10425,50.0,464418.0,56.9,75.0,AA,Square Enix,Square Enix,2085000
Dream Engines: Nomad Cities,09-05-2024,23463,30.0,458980.0,24.1,75.0,Indie,"Suncrash,Gamera Games",Suncrash,1076750
SAMURAI WARRIORS 4 DX,13-05-2024,10192,50.0,458548.0,14.8,88.0,AA,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",2719200
SUMMERHOUSE,08-03-2024,124989,5.0,457163.0,2.3,95.0,Indie,Future Friends Games,Friedemann,2533960
Self Defense Dojo,11-04-2024,49053,11.0,454488.0,9.6,87.0,Indie,WAKUWAKU,WAKUWAKU,2534120
Rising Lords,18-01-2024,31478,20.0,450937.0,11.5,73.0,Indie,"Deck13,WhisperGames",Argonwood,835650
Ogu and the Secret Forest,29-07-2024,29556,25.0,447349.0,12.4,96.0,Indie,Sinkhole Studio,"Moonlab Studio,Sinkhole Studio",1985960
